id,created_date,updated_at,full_name,email,country,status,age,balance_eur,notes
324,2023-06-15,2023-06-23T13:08:38Z,Mason Martin,mason.martin.324@mail.test,FR,active,39,498.11,"Reminder: send update by Friday, include the Q2 summary. Priority flagged; please confirm ""yes"" or ""no""."
325,2025-02-17,2025-03-04T01:01:08Z,Ava Johnson,ava.johnson.325@example.org,NL,pending,34,873.99,"Important: verify billing address, it changed recently."
326,2025-06-14,2025-06-21T15:47:11Z,Lucas Johnson,lucas.johnson.326@example.com,DE,active,57,5239.63,"Important: verify billing address, it changed recently."
327,2025-04-11,2025-04-17T14:21:07Z,Charlotte Novak,charlotte.novak.327@example.org,PL,active,22,2103.18,"Noted issue with CSV export, ""quote handling"" needs review."
328,2024-11-27,2024-12-09T21:02:51Z,Nico Hansen,nico.hansen.328@mail.test,IT,active,49,3121.09,"Met at the conference, shared a card and discussed onboarding."
329,2024-11-11,2024-12-07T09:14:26Z,Mia Schneider,mia.schneider+team5.329@mail.test,DE,active,20,5864.26,"Prefers email over phone, often traveling between offices."
330,2023-01-23,2023-02-08T16:55:03Z,José Martin,jos.martin.330@example.org,IT,active,61,451.13,"Noted issue with CSV export, ""quote handling"" needs review."
331,2023-05-02,2023-05-06T06:33:08Z,Ava Lopez,ava.lopez.331@sample.io,US,active,18,1622.96,"Customer asked for a faster turnaround, please follow up."
332,2024-10-06,2024-10-08T10:25:50Z,Nico Hansen,nico.hansen.332@example.org,ES,active,43,6148.14,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
333,2023-12-27,2024-01-19T09:45:12Z,Nico Nowak,nico.nowak.333@sample.io,FR,active,33,6136.74,"Reminder: send update by Friday, include the Q2 summary."
334,2024-04-07,2024-04-23T23:01:39Z,Charlotte Brown,charlotte.brown.334@mail.test,IT,pending,71,3522.29,"Met at the conference, shared a card and discussed onboarding. Additional detail: résumé, coöperate, smörgåsbord."
335,2025-02-25,2025-03-01T01:01:23Z,José Lopez,jos.lopez.335@example.com,US,active,24,6876.67,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
336,2023-03-15,2023-03-16T15:40:17Z,Sophia Walker,sophia.walker.336@mail.test,FR,active,63,7110.53,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
337,2023-08-31,2023-09-28T05:52:03Z,Emma Walker,emma.walker.337@example.org,DE,active,43,4968.43,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
338,2023-12-21,2023-12-24T12:52:57Z,Sofia Verhoeven,sofia.verhoeven.338@example.com,NL,pending,62,21687.34,"Important: verify billing address, it changed recently."
339,2025-04-02,2025-04-19T19:19:26Z,Lucas Schneider,lucas.schneider.339@example.com,IT,active,53,3623.13,"Asked about discounts, mentioned budget constraints."
340,2025-05-08,2025-05-13T22:42:29Z,Hannah Dubois,hannah.dubois.340@mail.test,NL,active,46,461.13,"Prefers email over phone, often traveling between offices."
341,2023-09-11,2023-10-05T14:56:47Z,Chloé Dubois,chlo.dubois.341@mail.test,ES,active,42,2271.43,"Met at the conference, shared a card and discussed onboarding."
342,2024-01-11,2024-01-11T08:44:59Z,Renée Brown,ren.e.brown.342@sample.io,DE,pending,50,2234.57,"Prefers email over phone, often traveling between offices."
343,2025-05-14,2025-05-26T15:01:44Z,José Walker,jos.walker.343@example.org,US,active,30,1289.52,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo. Priority flagged; please confirm ""yes"" or ""no""."
344,2023-03-08,2023-04-06T20:31:11Z,José Hansen,jos.hansen.344@example.com,PL,blocked,40,1766.8,"Customer asked for a faster turnaround, please follow up."
345,2023-11-24,2023-12-23T12:07:34Z,Liam Martin,liam.martin.345@example.com,IT,active,67,7295.26,"Prefers email over phone, often traveling between offices."
346,2023-10-02,2023-10-12T17:00:16Z,Greta Walker,greta.walker.346@example.org,UK,active,41,7488.95,"Prefers email over phone, often traveling between offices."
347,2023-05-21,2023-06-18T09:33:01Z,Mia Bakker,mia.bakker.347@example.com,US,active,53,7600.25,"Reminder: send update by Friday, include the Q2 summary."
348,2023-09-06,2023-09-29T09:09:11Z,Liam Cohen,liam.cohen.348@mail.test,FR,active,52,536.48,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
349,2024-12-15,2024-12-21T04:01:57Z,Greta Walker,greta.walker.349@example.com,DE,active,38,5232.83,"Met at the conference, shared a card and discussed onboarding."
350,2024-07-26,2024-07-30T13:22:01Z,Charlotte Hansen,charlotte.hansen.350@example.org,NL,pending,68,0,"Important: verify billing address, it changed recently."
351,2023-05-10,2023-05-23T09:05:00Z,Greta Andersson,greta.andersson.351@example.com,PL,active,27,7228.05,"Reminder: send update by Friday, include the Q2 summary."
352,2025-04-03,2025-04-19T15:38:54Z,Ben Hansen,ben.hansen.352@example.org,ES,active,43,918.71,"Important: verify billing address, it changed recently."
353,2023-01-09,2023-01-26T14:29:39Z,Jörg Nowak,j.rg.nowak.353@sample.io,DE,active,62,5703.74,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
354,2023-08-12,2023-09-09T09:44:13Z,Liam Nowak,liam.nowak.354@sample.io,NL,active,19,1978.52,"Reminder: send update by Friday, include the Q2 summary."
355,2023-06-20,2023-06-25T18:39:22Z,Ben Müller,ben.m.ller.355@example.com,ES,active,23,1559.77,"Noted issue with CSV export, ""quote handling"" needs review."
356,2025-03-14,2025-03-17T12:23:57Z,Ethan Johnson,ethan.johnson.356@mail.test,UK,active,51,1547.12,
357,2024-12-24,2025-01-10T02:11:05Z,Jörg Martin,j.rg.martin.357@example.com,DE,active,64,1077.35,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
358,2024-03-12,2024-04-09T01:04:37Z,Francesca Bianchi,francesca.bianchi.358@example.org,UK,active,52,4987.25,"Customer asked for a faster turnaround, please follow up."
359,2024-09-12,2024-10-04T19:44:53Z,James Andersson,james.andersson.359@sample.io,IT,pending,41,1283.56,"Important: verify billing address, it changed recently."
360,2023-01-27,2023-02-23T22:58:31Z,Charlotte Ricci,charlotte.ricci.360@sample.io,US,active,60,-126.53,"Noted issue with CSV export, ""quote handling"" needs review."
361,2023-09-20,2023-10-13T02:41:39Z,Sofia Rossi,sofia.rossi.361@mail.test,FR,blocked,43,979.29,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
362,2023-05-12,2023-05-20T14:13:12Z,James Dubois,james.dubois.362@example.org,ES,active,42,2327.46,"Important: verify billing address, it changed recently. Priority flagged; please confirm ""yes"" or ""no""."
363,2024-09-10,2024-09-20T21:54:38Z,Ethan Nowak,ethan.nowak.363@mail.test,DE,active,72,199.3,"Met at the conference, shared a card and discussed onboarding."
364,2023-07-20,2023-08-15T21:08:37Z,Jörg Walker,j.rg.walker.364@sample.io,DE,active,49,720.36,"Important: verify billing address, it changed recently."
365,2023-04-07,2023-04-18T09:01:25Z,Nico Taylor,nico.taylor.365@sample.io,IT,active,54,7119.13,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
366,2025-05-19,2025-05-21T13:30:21Z,Lucas Cohen,lucas.cohen.366@example.org,DE,active,53,3852.47,"Met at the conference, shared a card and discussed onboarding."
367,2023-10-19,2023-11-15T03:15:11Z,Zoë Dubois,zo.dubois.367@mail.test,ES,blocked,29,1500,"Customer asked for a faster turnaround, please follow up."
368,2024-01-31,2024-02-27T02:13:46Z,Noah Lopez,noah.lopez.368@example.com,PL,active,36,7873.9,"Customer asked for a faster turnaround, please follow up."
369,2025-06-20,2025-06-22T14:46:47Z,Pablo Bianchi,pablo.bianchi.369@example.org,NL,active,18,1193.93,"Customer asked for a faster turnaround, please follow up."
370,2023-10-20,2023-10-30T06:44:14Z,Pablo Taylor,pablo.taylor.370@sample.io,DE,active,27,200.87,"Important: verify billing address, it changed recently."
371,2023-08-18,2023-08-27T21:15:29Z,Renée Schneider,ren.e.schneider.371@sample.io,NL,active,20,7029,"Asked about discounts, mentioned budget constraints. Additional detail: résumé, coöperate, smörgåsbord."
372,2025-05-29,2025-06-05T16:29:30Z,Lucas Janssen,lucas.janssen.372@sample.io,US,active,70,348.92,"Met at the conference, shared a card and discussed onboarding."
373,2024-05-07,2024-05-23T20:36:41Z,Ben Hansen,ben.hansen.373@sample.io,PL,active,46,5448.9,"Noted issue with CSV export, ""quote handling"" needs review."
374,2024-08-23,2024-09-01T18:30:48Z,Greta Dubois,greta.dubois.374@example.com,PL,active,64,6819.3,"Reminder: send update by Friday, include the Q2 summary."
375,2023-07-28,2023-08-16T12:20:50Z,Sophia Andersson,sophia.andersson.375@example.com,ES,active,30,4719.1,"Reminder: send update by Friday, include the Q2 summary."
376,2025-04-09,2025-05-09T00:27:35Z,Jörg Hansen,j.rg.hansen+team2.376@example.com,DE,active,21,0,"Customer asked for a faster turnaround, please follow up."
377,2023-10-07,2023-10-12T05:08:19Z,Francesca Müller,francesca.m.ller.377@sample.io,NL,active,18,7342.6,"Met at the conference, shared a card and discussed onboarding."
378,2023-06-16,2023-07-05T00:17:15Z,Noah Bakker,noah.bakker.378@example.com,ES,active,65,7601.52,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
379,2023-07-14,2023-07-14T23:33:13Z,Hannah García,hannah.garc.a.379@example.org,US,pending,28,5872.96,
380,2025-03-22,2025-04-18T23:42:32Z,Sophia Rossi,sophia.rossi.380@mail.test,DE,blocked,47,7884.42,"Met at the conference, shared a card and discussed onboarding."
381,2024-11-25,2024-12-07T18:32:59Z,José Verhoeven,jos.verhoeven.381@example.org,PL,active,19,6375.27,"Prefers email over phone, often traveling between offices. Priority flagged; please confirm ""yes"" or ""no""."
382,2025-01-22,2025-02-10T03:06:15Z,Lucas Dubois,lucas.dubois.382@example.org,US,active,20,356.38,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
383,2025-04-16,2025-04-19T10:05:23Z,Mason Johnson,mason.johnson.383@sample.io,FR,active,64,953.12,"Reminder: send update by Friday, include the Q2 summary."
384,2023-12-18,2023-12-27T01:27:32Z,Liam Ricci,liam.ricci.384@sample.io,ES,active,71,4964.08,"Line one for Liam Ricci, includes a comma.
Line two adds a quote: ""check CSV""."
385,2023-09-22,2023-09-28T18:44:02Z,Zoë Lopez,zo.lopez.385@mail.test,DE,active,70,2029.44,"Important: verify billing address, it changed recently."
386,2024-12-01,2024-12-28T17:39:30Z,Greta Cohen,greta.cohen.386@example.org,UK,active,19,3407.71,"Include quotes like ""do not overlook edge cases"" and commas, too. Include quotes like ""do not overlook edge cases"" and commas, too. Account prefers monthly invoicing, with a net-30 payment window. The client requested a detailed timeline and milestone checklist. Account prefers monthly invoicing, with a net-30 payment window. Follow-up notes for Greta Cohen in UK. The client requested a detailed timeline and milestone checklist. The client requested a detailed timeline and milestone checklist. Potential expansion flagged; revisit after the next billing cycle."
387,2023-09-05,2023-09-08T20:24:17Z,Pablo Hansen,pablo.hansen.387@mail.test,ES,pending,19,952.61,"Met at the conference, shared a card and discussed onboarding."
388,2024-03-23,2024-04-22T00:20:53Z,Ella Bakker,ella.bakker.388@example.org,DE,active,56,1942.4,"Important: verify billing address, it changed recently."
389,2025-05-09,2025-05-31T16:42:23Z,Mia Cohen,mia.cohen.389@example.com,UK,active,33,699.5,"Prefers email over phone, often traveling between offices."
390,2023-05-08,2023-05-09T07:59:28Z,James Johnson,james.johnson.390@example.com,UK,pending,29,5065.65,"Asked about discounts, mentioned budget constraints."
391,2025-05-11,2025-05-18T05:54:52Z,José Wilson,jos.wilson.391@sample.io,PL,active,18,5479.05,"Met at the conference, shared a card and discussed onboarding."
392,2024-09-12,2024-09-15T19:01:45Z,Ella Cohen,ella.cohen.392@mail.test,FR,pending,18,6088.28,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
393,2024-04-15,2024-05-07T12:38:04Z,Marta Brown,marta.brown.393@mail.test,NL,active,21,7441.63,"Reminder: send update by Friday, include the Q2 summary."
394,2024-08-28,2024-09-07T11:01:33Z,Noah Ricci,noah.ricci.394@example.org,NL,active,27,853.67,"Asked about discounts, mentioned budget constraints."
395,2024-09-16,2024-10-14T00:26:06Z,Leo Cohen,leo.cohen.395@example.org,PL,active,25,6633.39,"Met at the conference, shared a card and discussed onboarding."
396,2024-04-22,2024-04-25T20:28:59Z,Hannah Keller,hannah.keller.396@example.org,PL,blocked,31,5697.66,"Customer asked for a faster turnaround, please follow up."
397,2024-08-18,2024-09-06T09:13:13Z,Liam Martin,liam.martin.397@example.org,FR,active,48,7782.44,"Met at the conference, shared a card and discussed onboarding."
398,2024-01-30,2024-02-11T03:09:10Z,Amelia Schneider,amelia.schneider.398@sample.io,FR,active,38,3566.61,"Asked about discounts, mentioned budget constraints."
399,2023-05-11,2023-05-24T15:28:44Z,Isabella Keller,isabella.keller.399@example.org,DE,active,75,239.84,"Met at the conference, shared a card and discussed onboarding."
400,2024-11-18,2024-12-14T14:20:33Z,Liam Bakker,liam.bakker.400@sample.io,NL,active,28,3262.06,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo. Priority flagged; please confirm ""yes"" or ""no""."
401,2023-12-27,2024-01-13T16:08:19Z,Greta Bakker,greta.bakker.401@example.com,NL,pending,74,5840.1,"Customer asked for a faster turnaround, please follow up."
402,2023-01-03,2023-01-12T23:33:11Z,Francesca Andersson,francesca.andersson.402@mail.test,NL,pending,50,1771.12,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
403,2023-05-18,2023-06-08T14:01:30Z,Hannah Bianchi,hannah.bianchi.403@sample.io,DE,active,62,3197.4,"Noted issue with CSV export, ""quote handling"" needs review."
404,2023-11-17,2023-12-14T16:05:50Z,Charlotte Ricci,charlotte.ricci.404@example.org,NL,pending,18,0,"Prefers email over phone, often traveling between offices."
405,2025-05-04,2025-05-15T18:35:56Z,Olivia Johnson,olivia.johnson.405@mail.test,IT,active,27,5838.11,"Reminder: send update by Friday, include the Q2 summary."
406,2025-03-07,2025-03-15T06:32:34Z,Amelia Bakker,amelia.bakker.406@example.com,DE,active,52,4508.27,"Asked about discounts, mentioned budget constraints."
407,2023-06-21,2023-07-21T22:56:59Z,Pablo Dubois,pablo.dubois.407@mail.test,NL,active,19,2641.44,"Customer asked for a faster turnaround, please follow up."
408,2024-04-25,2024-05-17T16:47:03Z,Renée Andersson,ren.e.andersson.408@example.org,PL,active,33,4327.6,
409,2024-12-20,2024-12-24T08:28:39Z,Mason Smith,mason.smith.409@mail.test,US,active,35,3443.37,"Prefers email over phone, often traveling between offices."
410,2023-07-02,2023-07-23T16:39:53Z,Noah Wilson,noah.wilson.410@mail.test,NL,active,22,7020.41,"Customer asked for a faster turnaround, please follow up."
411,2023-07-01,2023-07-12T03:01:10Z,Amelia Walker,amelia.walker.411@example.com,US,blocked,46,7233.09,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
412,2024-10-23,2024-10-26T23:14:16Z,James Janssen,james.janssen.412@mail.test,NL,active,50,22007.59,"Met at the conference, shared a card and discussed onboarding."
413,2025-04-25,2025-05-10T17:52:50Z,James Andersson,james.andersson.413@sample.io,US,active,40,6719.4,"Prefers email over phone, often traveling between offices."
414,2025-02-04,2025-02-24T18:19:39Z,James Verhoeven,james.verhoeven.414@mail.test,PL,pending,42,649.88,"Reminder: send update by Friday, include the Q2 summary."
415,2024-04-11,2024-04-20T21:42:48Z,Renée Brown,ren.e.brown.415@sample.io,ES,active,46,7577.51,"Asked about discounts, mentioned budget constraints."
416,2023-01-12,2023-01-13T20:34:59Z,Ava Müller,ava.m.ller.416@sample.io,DE,active,41,4494.01,"Met at the conference, shared a card and discussed onboarding."
417,2023-05-08,2023-05-21T17:54:04Z,Ava Smith,ava.smith.417@sample.io,US,active,36,5987.88,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
418,2023-07-23,2023-07-27T13:48:17Z,Hannah Taylor,hannah.taylor.418@sample.io,PL,blocked,68,3101.54,"Reminder: send update by Friday, include the Q2 summary."
419,2025-05-11,2025-05-29T20:33:37Z,Liam Janssen,liam.janssen.419@sample.io,UK,active,60,-310.68,"Noted issue with CSV export, ""quote handling"" needs review. Priority flagged; please confirm ""yes"" or ""no""."
420,2023-04-13,2023-05-10T02:33:02Z,José Schneider,jos.schneider.420@sample.io,US,active,73,5747.29,"Met at the conference, shared a card and discussed onboarding."
421,2025-05-13,2025-05-31T09:08:12Z,José Martin,jos.martin.421@mail.test,US,active,27,5375.65,"Met at the conference, shared a card and discussed onboarding."
422,2023-06-06,2023-06-21T14:54:01Z,Liam Novak,liam.novak.422@example.com,DE,active,62,1890.06,"Noted issue with CSV export, ""quote handling"" needs review."
423,2024-05-23,2024-06-18T02:45:02Z,Ava Kowalski,ava.kowalski+team4.423@mail.test,UK,active,73,3950.81,"Noted issue with CSV export, ""quote handling"" needs review."
424,2025-03-20,2025-04-05T18:10:41Z,Emma Rossi,emma.rossi.424@mail.test,NL,active,30,6045.24,"Customer asked for a faster turnaround, please follow up."
425,2025-01-31,2025-02-16T15:19:13Z,Łukasz Hansen,ukasz.hansen.425@sample.io,IT,active,62,7431.1,"Noted issue with CSV export, ""quote handling"" needs review."
426,2024-10-31,2024-11-29T07:12:18Z,Noah Dubois,noah.dubois.426@sample.io,US,blocked,62,2748.25,"Noted issue with CSV export, ""quote handling"" needs review."
427,2023-10-19,2023-11-14T07:51:41Z,James Nguyen,james.nguyen.427@mail.test,FR,active,48,1568.79,"Important: verify billing address, it changed recently."
428,2023-05-24,2023-06-14T16:59:47Z,Sophia Johnson,sophia.johnson.428@example.com,NL,active,20,5877.76,"Noted issue with CSV export, ""quote handling"" needs review."
429,2023-09-24,2023-10-10T08:32:21Z,Greta Johnson,greta.johnson.429@mail.test,FR,active,34,269.81,"Customer asked for a faster turnaround, please follow up."
430,2024-03-26,2024-04-09T16:00:22Z,Greta Müller,greta.m.ller.430@example.org,PL,active,32,512.53,"Noted issue with CSV export, ""quote handling"" needs review."
431,2023-03-23,2023-03-27T08:18:16Z,Chloé Nguyen,chlo.nguyen.431@mail.test,IT,active,27,6290.99,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
432,2023-03-14,2023-03-20T18:14:32Z,Chloé Kowalski,chlo.kowalski.432@mail.test,UK,active,66,3911.67,"Customer asked for a faster turnaround, please follow up."
433,2023-07-04,2023-07-19T01:48:42Z,James Ricci,james.ricci.433@mail.test,IT,active,62,2031.62,"Customer asked for a faster turnaround, please follow up."
434,2025-01-30,2025-02-05T23:10:16Z,Liam Andersson,liam.andersson.434@example.com,PL,active,24,3520.79,"Noted issue with CSV export, ""quote handling"" needs review."
435,2025-03-27,2025-04-01T18:30:26Z,Ethan Keller,ethan.keller.435@example.org,FR,active,27,-122.59,"Met at the conference, shared a card and discussed onboarding."
436,2025-02-01,2025-02-06T18:15:30Z,José Müller,jos.m.ller.436@mail.test,NL,active,58,6274.63,"Line one for José Müller, includes a comma.
Line two adds a quote: ""check CSV""."
437,2024-04-14,2024-05-05T07:33:47Z,Francesca Bianchi,francesca.bianchi.437@example.com,PL,active,66,3137.41,"Line one for Francesca Bianchi, includes a comma.
Line two adds a quote: ""check CSV""."
438,2024-06-07,2024-06-15T16:32:54Z,Leo Lopez,leo.lopez.438@example.org,ES,active,66,4570.32,"Line one for Leo Lopez, includes a comma.
Line two adds a quote: ""check CSV""."
439,2025-05-01,2025-05-18T03:47:02Z,James Schneider,james.schneider.439@example.org,DE,active,32,120.28,"Met at the conference, shared a card and discussed onboarding."
440,2023-05-06,2023-05-19T23:00:55Z,Mia Rossi,mia.rossi.440@sample.io,PL,active,42,1701.59,"Customer asked for a faster turnaround, please follow up."
441,2024-10-19,2024-11-14T12:04:23Z,Sophia Nowak,sophia.nowak.441@mail.test,US,active,60,2465.89,"Met at the conference, shared a card and discussed onboarding."
442,2024-10-12,2024-11-08T02:27:43Z,Chloé Johnson,chlo.johnson.442@sample.io,DE,active,58,6948.21,"Asked about discounts, mentioned budget constraints."
443,2023-07-16,2023-08-03T09:33:42Z,Sophia Dubois,sophia.dubois.443@sample.io,ES,active,32,5894.93,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
444,2023-06-15,2023-07-09T23:53:35Z,Renée Johnson,ren.e.johnson.444@mail.test,NL,pending,18,3449.71,"Asked about discounts, mentioned budget constraints."
445,2024-12-29,2025-01-10T04:21:19Z,Emma Lopez,emma.lopez.445@mail.test,NL,active,26,2939.78,"Prefers email over phone, often traveling between offices. Additional detail: résumé, coöperate, smörgåsbord."
446,2024-03-25,2024-04-11T16:22:25Z,José Kowalski,jos.kowalski.446@sample.io,ES,active,42,334.79,"Asked about discounts, mentioned budget constraints."
447,2025-04-07,2025-05-01T22:14:45Z,Francesca Müller,francesca.m.ller.447@mail.test,ES,active,60,1458.91,"Asked about discounts, mentioned budget constraints."
448,2025-01-01,2025-01-23T06:01:47Z,Jörg Bakker,j.rg.bakker.448@example.com,US,pending,39,7004.06,"Asked about discounts, mentioned budget constraints."
449,2024-04-19,2024-04-19T04:05:46Z,Olivia Rossi,olivia.rossi.449@mail.test,NL,active,35,4916.35,"Asked about discounts, mentioned budget constraints."
450,2024-05-02,2024-05-16T23:46:32Z,Liam Lopez,liam.lopez.450@example.com,UK,active,49,1671.96,"Customer asked for a faster turnaround, please follow up."
451,2023-10-27,2023-11-01T15:14:03Z,Ella Bianchi,ella.bianchi.451@example.org,NL,active,20,6756.43,"Noted issue with CSV export, ""quote handling"" needs review."
452,2023-09-25,2023-10-04T22:52:15Z,Noah Müller,noah.m.ller.452@sample.io,FR,pending,46,6110.38,"Noted issue with CSV export, ""quote handling"" needs review."
453,2023-03-23,2023-04-20T08:18:48Z,Mason Walker,mason.walker.453@example.com,NL,active,31,1155.44,"Met at the conference, shared a card and discussed onboarding."
454,2024-10-27,2024-11-04T12:53:45Z,Mia Novak,mia.novak.454@sample.io,NL,active,28,7761.82,"Reminder: send update by Friday, include the Q2 summary."
455,2025-04-18,2025-04-20T22:28:00Z,Sofia Lopez,sofia.lopez.455@example.org,FR,active,22,6367.8,"Prefers email over phone, often traveling between offices."
456,2024-08-17,2024-09-11T11:14:42Z,Łukasz Dubois,ukasz.dubois.456@sample.io,UK,pending,70,5505.47,"Reminder: send update by Friday, include the Q2 summary."
457,2025-06-30,2025-07-24T07:03:31Z,Chloé Wilson,chlo.wilson.457@example.org,US,active,57,6382.5,"Met at the conference, shared a card and discussed onboarding. Priority flagged; please confirm ""yes"" or ""no""."
458,2024-01-22,2024-02-20T10:35:55Z,Ben Bakker,ben.bakker.458@mail.test,FR,active,33,896.02,"Customer asked for a faster turnaround, please follow up."
459,2023-05-19,2023-06-17T13:41:41Z,Nico Wilson,nico.wilson.459@mail.test,IT,active,35,7486.69,"Prefers email over phone, often traveling between offices."
460,2025-06-19,2025-07-02T15:14:23Z,Emma Taylor,emma.taylor.460@sample.io,IT,active,71,510,"Asked about discounts, mentioned budget constraints."
461,2024-09-01,2024-09-23T14:26:01Z,Łukasz Ricci,ukasz.ricci.461@example.org,NL,active,29,6978.23,"Prefers email over phone, often traveling between offices."
462,2023-08-30,2023-09-15T06:34:45Z,Chloé Ricci,chlo.ricci.462@sample.io,IT,active,43,5232.54,"Prefers email over phone, often traveling between offices."
463,2024-12-27,2024-12-29T14:53:13Z,Marta Müller,marta.m.ller.463@example.com,US,active,48,5725.58,"Asked about discounts, mentioned budget constraints."
464,2025-03-20,2025-03-30T10:18:45Z,Noah García,noah.garc.a.464@mail.test,IT,blocked,43,273.98,"Prefers email over phone, often traveling between offices."
465,2025-02-09,2025-03-08T11:09:46Z,Liam Andersson,liam.andersson.465@example.org,UK,active,63,7292.04,"Met at the conference, shared a card and discussed onboarding."
466,2024-11-30,2024-12-14T01:31:44Z,Mason Bakker,mason.bakker.466@mail.test,US,active,21,2313.75,"Asked about discounts, mentioned budget constraints."
467,2024-11-16,2024-11-25T03:21:09Z,Charlotte García,charlotte.garc.a.467@example.com,NL,active,55,4390.09,"Prefers email over phone, often traveling between offices."
468,2024-08-23,2024-08-23T20:25:44Z,Isabella Martin,isabella.martin.468@example.com,FR,active,18,-338.76,"Prefers email over phone, often traveling between offices."
469,2024-11-08,2024-11-10T05:24:50Z,Sofia Novak,sofia.novak.469@mail.test,US,active,64,4033.21,"Customer asked for a faster turnaround, please follow up."
470,2025-01-05,2025-01-27T05:19:40Z,Ben Müller,ben.m.ller+team1.470@example.org,FR,active,55,6030.87,"Noted issue with CSV export, ""quote handling"" needs review."
471,2025-01-19,2025-01-20T11:13:21Z,Marta Novak,marta.novak.471@sample.io,US,active,18,1821.66,"Met at the conference, shared a card and discussed onboarding."
472,2023-05-19,2023-06-06T14:58:33Z,Mason Ricci,mason.ricci.472@sample.io,IT,active,74,2693.73,"Customer asked for a faster turnaround, please follow up."
473,2025-06-09,2025-07-09T19:09:26Z,Renée Andersson,ren.e.andersson.473@example.com,NL,active,20,5712.26,"Customer asked for a faster turnaround, please follow up."
474,2023-05-07,2023-06-03T03:27:44Z,Chloé Rossi,chlo.rossi.474@example.com,PL,active,72,5701.62,"Customer asked for a faster turnaround, please follow up."
475,2023-08-10,2023-08-12T00:33:36Z,José García,jos.garc.a.475@example.org,US,active,62,6394.24,"Reminder: send update by Friday, include the Q2 summary."
476,2023-01-05,2023-01-12T04:43:36Z,Pablo Johnson,pablo.johnson.476@example.org,PL,blocked,26,1214.93,"Noted issue with CSV export, ""quote handling"" needs review. Priority flagged; please confirm ""yes"" or ""no""."
477,2023-08-11,2023-09-03T07:32:45Z,Francesca Verhoeven,francesca.verhoeven.477@example.com,IT,active,55,728.1,"Noted issue with CSV export, ""quote handling"" needs review."
478,2024-11-19,2024-12-13T16:11:13Z,José Dubois,jos.dubois.478@mail.test,NL,pending,24,1681.14,
479,2023-02-18,2023-03-14T17:04:37Z,Lucas Nowak,lucas.nowak.479@example.com,DE,active,37,2904.6,"Important: verify billing address, it changed recently."
480,2024-11-09,2024-11-16T11:56:04Z,Łukasz Johnson,ukasz.johnson.480@example.com,IT,active,33,6103.35,"Noted issue with CSV export, ""quote handling"" needs review."
481,2024-10-02,2024-10-13T21:36:25Z,Jörg Andersson,j.rg.andersson.481@example.com,DE,active,18,4078.1,"Prefers email over phone, often traveling between offices."
482,2023-06-04,2023-07-03T10:29:13Z,Hannah Kowalski,hannah.kowalski.482@example.com,FR,active,42,2002.09,"Prefers email over phone, often traveling between offices. Additional detail: résumé, coöperate, smörgåsbord."
483,2025-05-24,2025-05-31T23:35:17Z,Sophia Wilson,sophia.wilson.483@sample.io,US,active,18,5460.24,"Prefers email over phone, often traveling between offices."
484,2024-02-11,2024-02-17T03:45:55Z,Sofia Bianchi,sofia.bianchi.484@example.com,NL,active,35,6940.41,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
485,2025-06-19,2025-07-03T08:32:48Z,Noah Walker,noah.walker.485@example.com,ES,active,25,2931.86,"Reminder: send update by Friday, include the Q2 summary."
486,2025-05-18,2025-06-12T07:50:43Z,Ethan Wilson,ethan.wilson.486@mail.test,UK,active,21,1923.26,"Asked about discounts, mentioned budget constraints."
487,2023-06-26,2023-06-27T14:50:08Z,Lucas Kowalski,lucas.kowalski.487@example.org,IT,active,38,4889.11,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
488,2025-03-28,2025-04-15T09:04:15Z,Ben Ricci,ben.ricci.488@example.com,PL,active,31,5801.49,"Reminder: send update by Friday, include the Q2 summary."
489,2023-12-03,2023-12-28T20:10:05Z,Olivia Wilson,olivia.wilson.489@sample.io,IT,active,19,7444.03,"Noted issue with CSV export, ""quote handling"" needs review."
490,2024-05-07,2024-05-11T12:05:39Z,Liam Kowalski,liam.kowalski.490@example.com,PL,active,34,3325.44,"Noted issue with CSV export, ""quote handling"" needs review."
